Player▲,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Branden Carlson,25,OKC,C,32,0,246,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2,1.3,3,0.443,0.7,2.1,0.333,0.7,1,0.677,0.557,0.4,0.6,0.778,0.5,1.2,1.7,0.4,0.2,0.7,0.2,0.7,3.8
Bub Carrington,19,WAS,PG,82,57,2458,9,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,3.7,9.1,0.401,1.7,5,0.339,2,4.2,0.475,0.493,0.8,1,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8
Devin Carter,22,SAC,PG,36,0,396,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1,11,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8
Jevon Carter,29,CHI,PG,36,1,321,12.2,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21,0.1,0.3,0.3,0.046,-1,-1.1,-2.1,0,1.5,4.1,0.377,1,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1,1.1,1.1,0.4,0.1,0.3,0.4,4.3
Wendell Carter Jr.,25,ORL,C,68,51,1758,13.7,0.544,0.322,0.356,9.4,23.4,16,11.5,1.5,2.2,11.9,16,1.6,3,4.6,0.125,-2.2,0.9,-1.2,0.3,3.3,7.2,0.46,0.5,2.3,0.234,2.8,4.9,0.568,0.498,1.9,2.6,0.737,2.2,5,7.2,2,0.8,0.6,1.1,2.9,9.1
D.J. Carton,24,TOR,SG,4,0,33,-2.6,0.202,0.429,0.143,0,13.3,6.5,10.9,2.9,0,35,14.5,-0.2,0,-0.1,-0.199,-10.4,-0.7,-11.1,-0.1,0.3,1.8,0.143,0,0.8,0,0.3,1,0.25,0.143,0.3,0.3,1,0,1,1,0.8,0.5,0,1,0.3,0.8
Alex Caruso,30,OKC,SG,54,3,1041,15.9,0.568,0.541,0.162,4,12.2,8.2,16.6,4,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4,1.6,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1
Stephon Castle,20,SAS,PG,81,47,2162,13.7,0.522,0.337,0.348,4.4,10.3,7.4,22.8,1.7,0.9,13.4,26,0.1,1,1.1,0.025,-1.5,-1.7,-3.2,-0.6,5.2,12.2,0.428,1.2,4.1,0.285,4,8.1,0.501,0.476,3.1,4.2,0.724,1.1,2.6,3.7,4.1,0.9,0.3,2.2,2,14.7
Colin Castleton,24,3TM,C,26,4,432,11.3,0.536,0.163,0.388,13,17.9,15.4,8.9,0.9,2.2,16.7,13.4,0.3,0.4,0.7,0.075,-4,-1,-5,-0.3,1.8,3.8,0.469,0.1,0.6,0.125,1.7,3.2,0.537,0.48,1.1,1.5,0.763,2,2.7,4.7,1.1,0.3,0.4,0.9,2,4.7
Julian Champagnie,23,SAS,SF,82,29,1932,12.2,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,3.4,8.1,0.415,2.2,5.9,0.371,1.2,2.3,0.53,0.549,1,1.1,0.904,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,9.9
Justin Champagnie,23,WAS,SF,62,31,1340,15.7,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,1.6,1.2,2.8,0.1,-0.3,-0.2,-0.5,0.5,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,1,1,0.6,0.9,1.8,8.8
Ulrich Chomche,19,TOR,PF,7,0,32,5.2,0.425,0,0.4,13.1,13.7,13.4,7.8,0,3,25.4,10.3,0,0,0,0.001,-6.1,-1.3,-7.4,0,0.3,0.7,0.4,0,0,,0.3,0.7,0.4,0.4,0.1,0.3,0.5,0.6,0.6,1.1,0.3,0,0.1,0.3,0.7,0.7
Cam Christie,19,LAC,SG,13,0,59,9.1,0.349,0.542,0.167,5.8,17,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0,-0.005,-5.5,3,-2.5,0,0.5,1.8,0.292,0.2,1,0.154,0.4,0.8,0.455,0.333,0.2,0.3,0.5,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4
Max Christie,21,2TM,SG,78,36,2127,10.4,0.57,0.532,0.258,2,11.2,6.7,9.2,1.5,1.3,11.8,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,3.2,7.6,0.427,1.5,4,0.366,1.8,3.5,0.496,0.525,1.7,1.9,0.855,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.6
Josh Christopher,23,MIA,SG,14,0,69,9.4,0.416,0.355,0.194,0,14.3,7.2,17.2,3.6,4.2,15.1,25.5,-0.2,0.1,-0.1,-0.073,-7.5,-0.4,-7.9,-0.1,0.8,2.2,0.355,0.1,0.8,0.182,0.6,1.4,0.45,0.387,0.3,0.4,0.667,0,0.6,0.6,0.6,0.4,0.2,0.4,0.1,2
Sidy Cissoko,20,2TM,SF,22,0,114,6.7,0.471,0.433,0.3,7.4,12.4,9.9,17.7,0.9,0.8,24.5,16.6,-0.2,0.1,-0.1,-0.045,-4.8,-0.3,-5.1,-0.1,0.6,1.4,0.433,0.1,0.6,0.231,0.5,0.8,0.588,0.483,0.1,0.4,0.333,0.4,0.6,1,0.7,0.1,0,0.5,0.5,1.5
Jaylen Clark,23,MIN,SG,40,4,522,12,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,1.4,3,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1
Brandon Clarke,28,MEM,PF,64,18,1207,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0,0.8,0.8,0.9,3.7,5.9,0.621,0,0.3,0.059,3.7,5.7,0.647,0.622,1,1.4,0.701,2,3.1,5.1,1,0.8,0.6,0.6,2.3,8.3
Jordan Clarkson,32,UTA,SG,37,9,962,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2
Nic Claxton,25,BRK,C,70,62,1882,16.5,0.569,0.037,0.271,9,22.7,15.5,13.7,1.6,5.3,12,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,4.6,8.1,0.563,0.1,0.3,0.238,4.5,7.8,0.576,0.568,1.1,2.2,0.513,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3
Donovan Clingan,20,POR,C,67,37,1324,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4,0.144,-1.7,1.4,-0.3,0.6,2.7,5,0.539,0.2,0.7,0.286,2.5,4.3,0.582,0.56,0.9,1.6,0.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5
Noah Clowney,20,BRK,PF,46,20,1042,9.2,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2,10.2,19,-0.3,0.8,0.5,0.023,-3.1,-1,-4.1,-0.5,2.9,8.1,0.358,1.9,5.7,0.333,1,2.4,0.414,0.474,1.5,1.7,0.838,0.9,3,3.9,0.9,0.5,0.5,1,2.3,9.1
Amir Coffey,27,LAC,SG,72,13,1748,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4,0.111,-1.5,-0.2,-1.7,0.1,3.3,7.1,0.471,1.4,3.4,0.409,1.9,3.7,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7
Isaiah Collier,20,UTA,PG,71,46,1839,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7
John Collins,27,UTA,PF,40,31,1220,19,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.7,0.8,2.5,0.098,1.4,-0.4,1,0.9,7,13.3,0.527,1.5,3.7,0.399,5.5,9.6,0.577,0.583,3.5,4.1,0.848,2.2,6,8.2,2,1,1,2.6,2.9,19
Yuri Collins,23,GSW,PG,2,0,16,13.9,0.333,0,0,13.1,6.9,10.1,31.9,6.1,0,0,7.9,0,0,0.1,0.214,-6.2,6.5,0.3,0,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,0.333,0,0,,1,0.5,1.5,2,1,0,0,2.5,1
Zach Collins,27,2TM,PF,64,12,977,16,0.605,0.351,0.258,11.1,19.9,15.6,15.6,1.4,2.6,15.1,17.1,1.7,1,2.7,0.132,-0.8,0.8,0,0.5,2.4,4.7,0.507,0.5,1.7,0.302,1.9,3.1,0.617,0.56,1.1,1.2,0.885,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4
Mike Conley,37,MIN,PG,71,64,1756,13.3,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,3,2.2,5.2,0.142,-0.1,1.3,1.2,1.4,2.6,6.6,0.4,1.8,4.4,0.41,0.8,2.2,0.38,0.535,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2
Pat Connaughton,32,MIL,SG,41,1,603,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0,2,4.3,0.469,0.6,2,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3
Bilal Coulibaly,20,WAS,SF,59,59,1948,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3,-0.7,-3.7,-0.8,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5,3.4,1.3,0.7,2.1,2.4,12.3
Ricky Council IV,23,PHI,SF,73,12,1250,11.6,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1,8.9,20.3,0.1,0.5,0.6,0.023,-2,-2.3,-4.3,-0.7,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3
Torrey Craig,34,2TM,SF,26,4,314,12.9,0.567,0.733,0.133,9.3,15.6,12.5,7.2,1.3,3.5,7.7,14.1,0.4,0.4,0.8,0.122,-1,0.1,-0.9,0.1,1.5,3.5,0.422,0.9,2.5,0.364,0.5,0.9,0.583,0.556,0.3,0.5,0.667,1,1.8,2.8,0.7,0.3,0.5,0.3,1.3,4.2
Isaiah Crawford,23,SAC,SF,15,0,46,9.2,0.509,0.455,0.364,2.4,17.1,9.7,2.8,1.1,4.3,7.3,12.9,0,0,0,0.037,-3.4,-0.7,-4.1,0,0.3,0.7,0.455,0.1,0.3,0.2,0.3,0.4,0.667,0.5,0.1,0.3,0.5,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.9
Jae Crowder,34,SAC,PF,9,2,103,6.6,0.467,0.682,0.273,6.5,15.3,10.9,7.1,1.4,0,14,12,0,0.1,0.1,0.026,-3.8,-0.5,-4.3,-0.1,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0,0.4,1.1,2.6
Cui Yongxi,21,BRK,SG,5,0,10,-10.7,0.19,0.429,0.286,0,23.8,11.4,0,0,0,0,34.4,-0.1,0,-0.1,-0.473,-16.8,-8.2,-24.9,-0.1,0.2,1.4,0.143,0,0.6,0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0,0.4,0.4,0,0,0,0,0,0.6
Cade Cunningham,23,DET,PG,70,70,2452,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43,1.4,2.1,16,33.2,3,2.9,5.9,0.115,3.8,0.1,3.9,3.7,9.8,20.8,0.469,2.1,6,0.356,7.6,14.8,0.515,0.521,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1,0.8,4.4,2.8,26.1
Seth Curry,34,CHO,SG,68,14,1062,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,2.4,5,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5
Stephen Curry,36,GSW,PG,70,70,2252,21.5,0.618,0.623,0.238,1.9,13.3,7.4,31.3,1.7,1.3,12.6,29.8,5.2,2.7,7.9,0.168,6.4,0,6.3,4.8,8.1,18,0.448,4.4,11.2,0.397,3.6,6.8,0.534,0.572,4,4.3,0.933,0.6,3.9,4.4,6,1.1,0.4,2.9,1.4,24.5
Tristan Da Silva,23,ORL,SF,74,38,1629,9.9,0.522,0.495,0.13,4.9,12.7,8.6,10.3,1,1.1,9.9,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2
Pacome Dadiet,19,NYK,SG,18,0,111,6.3,0.446,0.613,0.194,3.1,15.4,9.3,5.6,1.3,1.7,10.6,14.7,-0.1,0.1,0,0.002,-4.9,-1.5,-6.5,-0.1,0.6,1.7,0.323,0.3,1.1,0.316,0.2,0.7,0.333,0.419,0.2,0.3,0.667,0.2,0.8,1,0.3,0.2,0.1,0.2,0.4,1.7
Dyson Daniels,21,ATL,SG,76,76,2571,15.6,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2,13.6,18.2,1.3,3.7,5,0.093,-1.1,2.6,1.5,2.3,6,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,0.536,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3,0.7,2,2.3,14.1
N'Faly Dante,23,HOU,C,4,0,51,24,0.789,0,0.385,12.3,32,21.9,5.7,1,8.8,11.6,13.9,0.2,0.1,0.3,0.283,0.7,1.7,2.4,0.1,2.5,3.3,0.769,0,0,,2.5,3.3,0.769,0.769,1,1.3,0.8,1.5,3.8,5.3,0.5,0.3,1.3,0.5,2.3,6
Anthony Davis,31,2TM,PF,51,51,1706,26.3,0.588,0.136,0.405,9.1,29.1,19.4,18.3,1.7,6,9.5,30.4,3.7,3,6.7,0.188,3.9,1.5,5.4,3.2,9.2,17.8,0.516,0.7,2.4,0.282,8.5,15.4,0.553,0.536,5.6,7.2,0.775,2.6,8.9,11.6,3.5,1.2,2.2,2.2,1.9,24.7
Johnny Davis,22,WAS,SG,34,0,242,10.2,0.473,0.372,0.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.9,-0.1,0.2,0.1,0.01,-3.5,0.7,-2.8,0,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4
Terence Davis,27,SAC,SG,1,0,8,-4,0,0.5,0,0,14,7,14.1,0,0,0,10.8,0,0,0,-0.191,-12.8,-4.1,-16.9,0,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,0,0
JD Davison,22,BOS,PG,16,0,93,6.5,0.445,0.529,0.206,2.3,12.8,7.6,19.1,2.7,1,26,23.6,-0.3,0.1,-0.2,-0.081,-5.9,-0.3,-6.2,-0.1,0.8,2.1,0.353,0.3,1.1,0.222,0.5,1,0.5,0.412,0.3,0.4,0.714,0.1,0.7,0.8,0.8,0.3,0.1,0.8,0.1,2.1
RayJ Dennis,23,IND,PG,11,0,70,13.9,0.443,0.636,0.061,3.2,15.8,9.6,26.9,4.8,2.6,12.9,24,-0.1,0.1,0.1,0.036,-2.2,3,0.7,0,1,3,0.333,0.5,1.9,0.286,0.5,1.1,0.417,0.424,0.2,0.2,1,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7
DeMar DeRozan,35,SAC,SF,77,77,2768,17.7,0.569,0.196,0.337,2,10.1,6,18.7,1.1,1.1,6.5,25,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3,8.1,17,0.477,1.1,3.3,0.328,7,13.7,0.513,0.509,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2
Moussa Diabaté,23,CHO,C,71,8,1241,16.5,0.609,0.021,0.414,15.7,22,18.8,6.8,1.8,3.2,15.6,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0,2.4,3.9,0.596,0,0.1,0,2.4,3.9,0.609,0.596,1,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7
Gradey Dick,21,TOR,SG,54,54,1587,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,4.9,12,0.41,2.1,6,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4
Ousmane Dieng,21,OKC,C,37,1,405,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2,1.7,12,15.7,0.1,0.7,0.9,0.104,-2,1.1,-0.9,0.1,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8
Rob Dillingham,20,MIN,PG,49,1,516,10.2,0.503,0.351,0.071,2.6,8,5.4,28.4,1.9,0.2,19.6,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,1.9,4.3,0.441,0.5,1.5,0.338,1.4,2.8,0.496,0.5,0.2,0.3,0.533,0.2,0.8,1,2,0.4,0,1.1,0.8,4.5
Spencer Dinwiddie,31,DAL,PG,79,30,2136,13,0.553,0.478,0.356,0.9,9.5,5.3,22.1,1.6,0.7,11.4,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,3.6,8.6,0.416,1.4,4.1,0.334,2.2,4.5,0.492,0.496,2.5,3.1,0.802,0.2,2.4,2.6,4.4,0.9,0.2,1.3,1.5,11
Donte DiVincenzo,28,MIN,SG,62,10,1606,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6,4,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7
Luka Dončić,25,2TM,PG,50,50,1769,24.1,0.587,0.469,0.385,2.6,22.6,12.8,36.1,2.5,1.1,13,33.9,3.5,2.4,5.9,0.16,5.5,1.2,6.7,3.9,9.2,20.5,0.45,3.5,9.6,0.368,5.7,10.9,0.522,0.536,6.2,7.9,0.782,0.8,7.4,8.2,7.7,1.8,0.4,3.6,2.5,28.2
Luguentz Dort,25,OKC,SF,71,71,2073,11.3,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,3.6,8.4,0.435,2.4,5.8,0.412,1.2,2.5,0.489,0.578,0.5,0.6,0.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1
Ayo Dosunmu,25,CHI,SG,46,26,1394,12.8,0.585,0.421,0.176,2,10,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1,2.5,0.087,-1.4,-0.2,-1.6,0.1,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3
Jeff Dowtin Jr.,27,PHI,PG,41,3,621,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,2.7,5.6,0.487,0.7,1.7,0.4,2,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7
PJ Dozier,28,MIN,SG,9,0,35,9.5,0.621,1,2,3.2,12.5,7.9,18.1,1.4,0,15.1,8.2,0,0,0.1,0.107,-2,2.7,0.7,0,0.2,0.3,0.667,0.2,0.3,0.667,0,0,,1,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0,0.1,0.3,0.8
Andre Drummond,31,PHI,C,40,23,751,16,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1,1.2,0.078,-2.4,-0.8,-3.2,-0.2,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5,7.8,0.9,1,0.5,1.4,2.4,7.3
Chris Duarte,27,CHI,SG,17,0,74,16.5,0.61,0.577,0.308,7.2,20.9,14.2,16.6,0,0,3.3,17.2,0.2,0,0.3,0.171,2.2,-1,1.2,0.1,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0,0,0.1,0.4,2.1
Alex Ducas,24,OKC,SG,21,0,125,10.1,0.583,0.7,0.067,7.9,14.3,11.2,4.8,1.9,0,11.5,11.8,0.1,0.2,0.3,0.125,-2.1,0.1,-2,0,0.6,1.4,0.4,0.5,1,0.476,0.1,0.4,0.222,0.567,0.1,0.1,1,0.4,0.8,1.2,0.2,0.2,0,0.2,0.6,1.7
David Duke Jr.,25,SAS,SG,6,0,34,12.2,0.538,0.429,0.143,3.1,12.6,7.9,17,1.4,0,11.8,21.2,0,0,0,0.023,-0.1,-1.4,-1.5,0,1,2.3,0.429,0.5,1,0.5,0.5,1.3,0.375,0.536,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0,0.3,0.2,2.7
Kris Dunn,30,LAC,PG,74,58,1783,11.3,0.531,0.513,0.05,3.4,12.4,8,15.6,3.5,1.5,14.2,12.7,0.8,3.2,4,0.108,-2.8,3.4,0.6,1.2,2.6,5.9,0.439,1,3,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1,2.7,6.4
Ryan Dunn,22,PHO,SF,74,44,1410,10.7,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,0.2,0.7,1,0.034,-2.9,-1.2,-4.1,-0.7,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9
Kevin Durant,36,PHO,PF,62,62,2265,21.2,0.642,0.331,0.321,1.2,16.9,9.2,19.6,1.1,3.2,12.9,28.7,4,1.2,5.2,0.111,3.9,-0.7,3.2,3,9.5,18.1,0.527,2.6,6,0.43,7,12.1,0.574,0.598,4.9,5.8,0.839,0.4,5.7,6,4.2,0.8,1.2,3.1,1.7,26.6
Jalen Duren,21,DET,C,78,78,2034,21.4,0.703,0,0.443,15.2,28.7,22,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,4.8,7,0.692,0,0,,4.8,7,0.692,0.692,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8
Tari Eason,23,HOU,PF,57,16,1420,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5,0.169,1,2.6,3.6,2,4.8,9.8,0.487,1.1,3.2,0.342,3.7,6.6,0.557,0.543,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12
Zach Edey,22,MEM,C,66,55,1416,18.2,0.624,0.12,0.293,17.5,23.4,20.5,6.1,1.2,5.5,15.3,16.4,2.7,2.2,4.9,0.165,-0.2,0.1,-0.1,0.7,3.8,6.6,0.58,0.3,0.8,0.346,3.5,5.8,0.612,0.6,1.4,1.9,0.709,3.5,4.8,8.3,1,0.5,1.3,1.3,2.8,9.2
Anthony Edwards,23,MIN,SG,79,79,2871,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12,31.4,4.6,3.8,8.4,0.14,4.4,0,4.3,4.6,9.1,20.4,0.447,4.1,10.3,0.395,5.1,10.1,0.501,0.547,5.3,6.3,0.837,0.8,4.9,5.7,4.5,1.2,0.6,3.2,1.9,27.6
Jesse Edwards,24,MIN,C,2,0,5,-0.1,,,,0,0,0,23.6,0,0,,0,0,0,0,0.111,-8.8,4.7,-4,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0.5,0,0,0,1,0
Justin Edwards,21,PHI,SF,44,26,1155,11.3,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1,0.696,1,2.3,3.4,1.6,1,0.4,1.1,2.2,10.1
Kessler Edwards,24,DAL,SF,40,18,608,11.3,0.597,0.4,0.096,4,16.3,10.3,9.1,1.5,2.8,10.2,11.1,0.6,0.6,1.2,0.096,-2,0.6,-1.4,0.1,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2
Keon Ellis,25,SAC,SG,80,28,1948,13.5,0.664,0.692,0.185,3.4,8.8,6.1,8,3,3.2,12.4,12.7,2.7,2.2,5,0.122,-0.1,2,1.9,1.9,2.8,5.8,0.489,1.7,4,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3
